JobTitle,URL,Company,Location,Description,Date,Salary,DateScraped
"Software Engineer II, Partner Commerce",https://indeed.com/rc/clk?jk=9efa26a37d51e672&fccid=fdb210f6a49b1c13&vjs=3,WarnerMedia,New York NY,"You will get the opportunity to work in multiple areas of the product, both on the client-side and server-side.
Paid time off every year to volunteer.",30+ days ago,Unknown,2021-06-18 01:10:45.081053
Software Engineer II,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CNTaigg53tgKMQQsjdGlhApYl6RSsbpQl6QWYzGuod7wABAFGU2Gsp7fg_vkvWM6SCYCDuTaQmzuwPpdKe9MgDcRmlGaTSZBeikxgNVDZvxY5_stJ7poqRFBuTNNbicOsBd8Wnu1w3gtrqjW1WMJnna4TmBPUSZ1Fx_fqU6x5uxkNeZQ8DXZdFUBGm3yclze3Lz7jVURccINDOM1c2mQAfVAIf2RRGL4IMZcgbm06sP0nf439nZADxdZnFfmPXFN_0h3NaAsBrSBgg1_gaN3IEv0jx6CdMcwsgQd7ddP2uWOeCkXM3ifBxdJse3h4Jm6Ht8xyVTHQzdlH_c8uKJKGvA6qB6sk54Ol5_97ujg1gQW2vq3MhLmqbsPc7CK1zRoPACJgzPSOxiD4jV4w58Z4YU9GjniPOHmFDTNrOYze4EyqbWMrrT__kmaPXijNFLYIlTEE5Vv1QzpPasYRBnp8EAX6bLHG5czXlyqgOmBTLHf-DrK3y_xhm64qxIerV2Hv5PpYS62W3dYlcdlrj-5ioBWIU-bskk9OLB2LX13s5WBnVeO2ZzQgU91o6_8vho38smR83eJ0HVOxYnI0lSrwpDit8WCvstReRNgHzKh7Ittgu5Zu0zCRnwW_mq1NmctOjTcBdX050ibWS3R2sCGjwu1YiELs8NZZ0tKQ6ZU6qxphuvrZGKGUzBXGdYugiPCz9sNta9A4YgRiK4lMuqeElP49HGeOzpkzs5mUu_Uvld8A5k5NBCaBmODl9SLBvXrmo3HHLJKSzGyJ8DWqApcFLrfIKP17WINbcdJaxjC-NPaCFnGrIUCVoYMxYq2p-zqPy_sChJHTWRf2jaQJv9l1hvr-bXzmndEt1bO6SrKmuXLa-3VU7Zn1ZFwLJhkeXKlFSj53wop0PR29YlZARn02oYw1T1sSj0ZJsXvOsp3XB2EZI9hyx1c0ODgSKAhbkoQYuV4pHhu_VONHX1JyZM7kn7GhH0qfhViGP-_L9AF840feXydEW7bq1j_trxCFbvvgQfd-cFmUyF38WwtyGNEnUBkyN6EGRDSKGhGmywHd_h7Bty8-Pe5EsbtN0AWYW35w=&p=11&fvj=0&vjs=3,Cox Automotive,North Hills NY ,"Experience with cloud hosting, architectural principles in security, distributed computing, and Developer Operations experience, such as: Linux Administration,…",15 days ago,Unknown,2021-06-18 01:10:45.081053
Senior Software Engineer/ Back-End,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKgzQyzTF1Q9mOsR1amaS-juVGLjHt5Cdom-gEF9y-xXpk1ki4MPE_H9LZAgL3njmFjQTuf3WwDyKpTpsIGvPO7-ZLoD7yeIETBodl7zcBHcQF-EX5CTYm5DMcAYEfcBk_UMPsy7Oai_9rwrD1t0PPc1ro9H6hTwAB6hc8Fce7HS3VZMqZ2hHWjpuIz-L8Inf1GKbYj1TsKIUr_F1q1KLJNaqL2XBaw2pxsDUyARZL8z4lhh0_XevN7dKB5OL7vRFq6syd_peuI1S24wn13CjQe9_-nGGi6159UMxKWMHo5Fop6-o5lkf3DetmUI3HA3Zz1LMf1ThVPXuLLFWyIFWhOEtCFnh_xQUSsAR6N9ipMcF7hyi6gUExaajjAghjI41AMx3oMS6M384wDSIBkAeAzAdWQVfQSvrAe2f0GvDKcIqLont5jU845LDmQ0aGg-KMqYnQh8n5OxzmK835-aEvYdEYPpJx_mrbq9GZ7Jrbr145yWu8-gOJNGYyH0dTsOc=&p=12&fvj=1&vjs=3,And Luxe Inc.,New York NY ,"Collaborate with a team of engineers building software in a collaborative development process.
5+ years of software development experience.",Active 7 days ago,"$150,000 - $180,000 a year",2021-06-18 01:10:45.082049
Full Stack Software Engineer,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bh5UL96y9MgGb-pDNzPynAIi7zIpVHx9qw0gZIBgDzj1Gn3MLvgcJoWN7dMIt1X1Mc3rPMjb23WqA6IVCIdBaLs1uHZPPAA9U-sHKH-QmAq4PZeyGKTEumX9sASJS1IH_vJ-bCfKn7ubg8cQbO1mo8Yigl7pALs1EAO1issW1VYktZ_ddPxraLzusssQ7FFBW-vx6zzvOGzrdOc8HE6ol9fFFC6xBvnCUj2CUKqmfJmfdl_sDjZ96XK1CvM6yvLpE1Gb-B4UhpuBTEz7xpf1vp-HxYHVQfbxEh_XsnNmWGMvs7Qlo8nYsdO5kxGiR-krOfKX50drRyC_UqqrWQE1U0Y36AHdEIEOvj_c4VCpI218UsuF-JiL_ENijqI68Y4LNDlv3pXRZocHXhA9GR-ZNNONe78dZun8yCa_1mF-gCks5l44GMkfnUCdCNeKG8N0K13_W3Ea43wDqh7CFT_WOCvHBvOD2plQIQXMeO_J68_j_x_p6uVZIZyta0zZXq_fg9cS2fmZhAEg==&p=13&fvj=1&vjs=3,Thomas,New York NY ,"You'll work with the software engineering, project management, user experience, and product teams to build and maintain critical technology solutions across the…",Active 10 days ago,"$100,000 - $110,000 a year",2021-06-18 01:10:45.083046
"Fullstack Software Engineer, Pathology",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AfhXZLdKKEaSrE-A3kTViGcJyfCs_ENjKb6b0iXAiczF-uLLaHPt-XOyTAYK1ETP6Gc8vhnnc9PwnQzrNRPyrL6006MB-KAWbGIpmtUQX203VMUI7xjO4q0s_MAzAF_uNDFP_zf3oldH_etAs6Lj9yv3zW9gn_mB_lzwlMF0Ed6oI1w8AFozL9I9P7kTX1D6BU3fQbr-VG1jZpwNIVS3Ly6sT0wegFGX-C7RvnGq5RkVYsJxyp3V8q6Ahl_EI9EqINEygdGM1eLVljNNqzxDD7tqvpvhnxobnAIoCmk5EXzkLq4BE5as16k96wQgQzy8qHPmy04UMGMh0mipfPovQvRlGfcOa69mJl-meHerbygmhrUhJCmM4D3xS7OarSQ4WRp7MvJi3fmH-o4Wz7VeK87GYWcxNSZuqfuzrc_l-xJ32lf3GkXzJm9Kv3ujXMCSJeBV1yV2xZSTsRy2_Snw1u0UqreQnktIe7aDDa72ku19MMgR4LMFKT-ojAC57suktfceOh1LNcFh30U2gq8ck52y0nMF5uu_c229IfY-sMmHtXY7FQbrOCm_6I32J4_2A9c7Qn8OanOCuPcdPP3-dEuRiMtzh889leQ4Nbxg7wuLe-221wQgTo7jv_eyJQxvhlI3hHxTSvaHQV17MSgQCQ70iXUJ1OSIJ94JrtE-LaBSYr8iseI_k_n6iI2f-JKaj7dRQRYRgrzb5BfCPtMROVSP61WMYZCZZ6L_Rh3NIm_31mRFdUAF2RrpCXP-R92lCKRtEczDPqk_6wtr8CtgMuSYURmfQKBk8R6R6KBwF8V3Ugf0G3mX-DbT-xVtWo-sQKPYXtKWNHeHKdOLR-oOKj1HlItnDsWFJWrQcg3Gnj7N8SIiOuKEIhDp26dlnGb-fbsaRe2RuwKHxlETe1EusHELM0BOUoZeg23RznM1AWcrvdQgRPXBmk6ixCT0paVahP6VUI4Yh-_2kSaWrwlPhTVeFlSBc649JNcCx3G5XxIMz8nvfhseA_xkFORQxBPG955u6Jeqzxuv4lp4F0rY5NfWEbFAC2AJEXhQJovO0VTfczai0tX_IhLyNJIqgtz-Qto04zj_e2s40KRHCkcU6A4BT9jUBL37RHKE_Ofbr925B-DcbxDWXJCrYnoqsbcrmQ7_e9aYKf2fY5HiFMTz1yjXjK24Dx7PviZknaUOJM-qUoxJUXFgNY8NHQIX2W-t3cWjM68Tq0acxjVaVkR1xvIPky8Ifk8TeiGJgaAfBblHQM_Bhk_arSzDOO31zovpHa71alaIeW0O_4vXeWt0WsGzyzTtErXetjjRjp9PfSOdU2hxyZKgh9F8y1PdNJKs_Qp_ecUS62Mkgw1afntQ5RQttcesW3WNOhMqBiGxHVCowk6atqzZQW&p=14&fvj=0&vjs=3,Memorial Sloan-Kettering Cancer Center,New York NY ,"Experience building highly available, scalable systems either on-premise (kubernetes, etc) or Cloud a big plus.
2-4 years of software development experience.",30+ days ago,Unknown,2021-06-18 01:10:45.083046
Full Stack Cloud Developer,https://indeed.com/rc/clk?jk=abf6f250310142a6&fccid=0140e51652b12787&vjs=3,"Jefferies & Company, Inc.",New York NY ,"You will be working with very talented Developers, UI designers, Product Managers, Delivery Leads and Business Analysts.
3 + years of experience with AWS.",30+ days ago,Unknown,2021-06-18 01:10:46.795041
Lead Software Engineer,https://indeed.com/rc/clk?jk=e14f03465c4af810&fccid=dd073e73a7b72662&vjs=3,"Visual Lease, LLC",Woodbridge NJ ,"On a daily basis, you will work side-by-side with cross-functional team members to understand requirements, prepare feature designs, write code in C#/.net and…",30+ days ago,Unknown,2021-06-18 01:10:46.796046
Site Reliability Engineer - Java / Production Engineering,https://indeed.com/rc/clk?jk=f93a215949f6fc7e&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A.",Jersey City NJ,"Experience in engineering solutions for metrics gathering/publishing and event collection/correlation across distributed architectures, automation, monitoring,…",8 days ago,Unknown,2021-06-18 01:10:46.796046
"Lead Engineer - Inner Source, Office of CTO - Opportunity for Working Remotely Newark, NJ",https://indeed.com/rc/clk?jk=652310450ba54f8c&fccid=c762a27145bd166e&vjs=3,VMware,Newark NJ,"Leading and/or architecting experience on software development projects.
Experienced in cloud native technologies such as containers and Kubernetes.",30+ days ago,Unknown,2021-06-18 01:10:46.797035
IT Support Engineer,https://indeed.com/rc/clk?jk=308fd23e97f56c38&fccid=f46e2fd6ab3f5a72&vjs=3,Wolters Kluwer,New York NY ,"Minimum of 5 years of experience in similar role.
Excellent presentation, interpersonal, written, and oral communication skills (including technical writing).",21 days ago,Unknown,2021-06-18 01:10:46.798034
Semantic and Graph Technology - Application Development Lead - ED,https://indeed.com/rc/clk?jk=c699ef586d1ff271&fccid=0c39fb2c91742dcf&vjs=3,Morgan Stanley,New York NY,"Strong problem-solving skills, business acumen, and demonstrated excellent oral and written communication skills with both technical and non-technical audiences…",30+ days ago,Unknown,2021-06-18 01:10:46.799030
Quantitative Research - Credit E-Trading Quantitative Developer- Vice President,https://indeed.com/rc/clk?jk=66ce10c45db872ad&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A.",New York NY,"Delivery of real time analytics for bonds and loans using a combination of C++ and python.
We work in a very dynamic environment, and excellent communication…",9 days ago,Unknown,2021-06-18 01:10:46.799030
,https://indeed.com/company/Stellar-Development-Foundation/jobs/Staff-Software-Engineer-bb9845d8b61d528a?fccid=be156e14386a6ef9&vjs=3,Stellar Development Foundation,New York NY,"Be involved with all aspects of the software development process - from vision to final implementation.
Identify patterns in developer needs and design new…",3 days ago,Unknown,2021-06-18 01:10:46.800027
Process / Task Mining - Application Developer,https://indeed.com/rc/clk?jk=beeba7ffd44980e4&fccid=0c39fb2c91742dcf&vjs=3,Morgan Stanley,New York NY,"The Data Center of Excellence department is recruiting for an enthusiastic, dynamic and delivery focused software developer to contribute to various programs…",30+ days ago,Unknown,2021-06-18 01:10:46.801026
Software Engineer,https://indeed.com/rc/clk?jk=3e90ae77e551d439&fccid=712e6782fca8a8e3&vjs=3,"Genesis Global Trading, Inc.",New York NY,"Develop and integrate automated unit tests for software developed.
Solid understanding of developing software sympathetic to modern CPU architectures.",30+ days ago,Unknown,2021-06-18 01:10:46.801026
Lead Software Engineer,https://indeed.com/rc/clk?jk=fa98dd4ca0dd47e8&fccid=1b50fcfb150b1b48&vjs=3,The New York Times,New York NY,The Messaging Platforms group delivers hundreds-of-millions of messages per day to tens-of-millions of NYTimes users while providing the resiliency required to…,30+ days ago,Unknown,2021-06-18 01:10:46.802022
Security Engineer,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A5VKegLn2gYPdNzTh147tMcaUjkBUixglE90-2brN-zsHcLWEkSymhCgscd1y49OBoztZ8DmwLJ9HCGVq5ZD7otupo_-51IJm3YGNYphyuWQf1p-_AyxAOnGT1PvdR1BDWF-we4UiwqI1ujfE7KhMQ7B2VheyLs8w0VnL3GrSuhKI6wNDCVn9qTxH1t7-qYDR6H47LIqnyyZz0SRWIC8srO0I_yqUQKhZC5fz4HaFsKD7utQ-wRqwVqwWDj6Bma59Ec-PUBxZ-TCJLVD6TAU0rCS9bysoUYQe_UnPjvqdNxtfrmHXE9kWBApBJBkKznCPWlk5bJb0vrU7Iviv-LyKiAkdWoHwSkvJIIqBTluxadSRNCuLJkfEDrVjpt_ZH3twbcFaVmbnu1mea_g3EpDbYDR_PcMC8x5CntgFXnYs_Rt8d2IvEJgJpjRBDgjLb1p5JwBIcioS0hgs9l2p14eBztAVVouXMToPHV3C8mVDgO9RNCvNyUS-O-zZ22D87J3xEIPmoWCJGaDZuq-BvjW-FD0Q8FuU0Zgmyjj_8masqF9FWXb9QMu0GhRaimTMbGzFu-ou6LCAYLH5s0O0_-v4q8CSRrLaiw9HI5r8uj7IO39e9Dc64vIr_vi-PX5XqIdUeY6bGffj-A7a_5TNVx4htZ5Wk_91Q99Ph1lpfjK3cbejjyPDhedG1FHgyOhVnyluY_t3vb-_GjZWh20p8gnCz&p=11&fvj=0&vjs=3,Master Lock,United States,Develop and document new standards and procedures for the team to review while ensuring compliance with corporate security policies.,30+ days ago,Unknown,2021-06-18 01:10:46.803019
Application Developer - Semantic and Graph Technologies,https://indeed.com/rc/clk?jk=aa790254df0be449&fccid=0c39fb2c91742dcf&vjs=3,Morgan Stanley,New York NY,"The Data Center of Excellence department is recruiting for an enthusiastic, dynamic and delivery focused software developer to contribute to various programs…",30+ days ago,Unknown,2021-06-18 01:10:46.803019
Full-Stack Engineer,https://indeed.com/rc/clk?jk=ed02fbc5c45e21b4&fccid=5309ddd82b852332&vjs=3,Affinity Solutions,New York NY ,The ideal candidate will have at least 5-10 years of software engineering experience in a fast-paced environment dealing with complex systems.,30+ days ago,Unknown,2021-06-18 01:10:46.804017
Software Development Manager,https://indeed.com/rc/clk?jk=13c9845369626c4d&fccid=fe2d21eef233e94a&vjs=3,"Amazon Web Services, Inc.",New York NY,"Knowledge of, and ability to setup professional software engineering practices & best practices for the full software development life cycle, including coding…",30+ days ago,Unknown,2021-06-18 01:10:46.805016
Senior DevOps Engineer,https://indeed.com/rc/clk?jk=29f2a0b8a3242604&fccid=d7365da89e9fe3bc&vjs=3,H1,New York NY,"Mentor software engineers on DevOps principles.
You're responsible for developing innovative, flexible and scalable solutions, and driving the automation and…",30+ days ago,Unknown,2021-06-18 01:10:49.318617
DevOps Engineer,https://indeed.com/rc/clk?jk=1c538526cb64f5a9&fccid=b90433ed96d63887&vjs=3,Persistent Systems,New York NY ,"Champion the importance of Build, Test and Release as part of the development life cycle.
Strong understanding of version control concepts including branching,…",30+ days ago,Unknown,2021-06-18 01:10:49.319619
Software Development Team Lead,https://indeed.com/rc/clk?jk=3ea28b5226e212eb&fccid=767c71a9f8bd42b2&vjs=3,Plecosystems,New York NY,"The role will ensure the coordinated running of day-to-day development activities and develop processes to enforce best class development, testing, branching,…",Active 15 days ago,Unknown,2021-06-18 01:10:49.320617
Principal Data Scientist / Applied Machine Learning Engineer,https://indeed.com/rc/clk?jk=5a90b12bb6fb2fd2&fccid=d7ffd11f502090e7&vjs=3,CitiusTech,Manhattan NY,"With over 3000 professionals worldwide, CitiusTech enables healthcare organizations to drive clinical value chain excellence, across integration &…",30+ days ago,Unknown,2021-06-18 01:10:49.320617
Sr iOS Engineer - Pricing - Diner Apps,https://indeed.com/rc/clk?jk=4730b48612b15492&fccid=12e41f7040f168e8&vjs=3,"Grubhub Holdings, Inc.",New York NY ,"Communicate with designers, product owners, and other engineers to create working software based on an understanding of business and technical priorities.",30+ days ago,Unknown,2021-06-18 01:10:49.321609
Technical Producer,https://indeed.com/rc/clk?jk=e80cbb0275036266&fccid=5549c6b9723b4956&vjs=3,Rockstar Games,Manhattan NY,"Strong understanding of software development and project management processes and practices.
Experience with Microsoft Office (emphasis on Excel), Hansoft, JIRA…",30+ days ago,Unknown,2021-06-18 01:10:49.322606
Investment Quantitative Credit Developer,https://indeed.com/rc/clk?jk=7957e7d48245837d&fccid=430cffbf1c607717&vjs=3,MassMutual,New York NY ,"Collaborate with data science and colleagues in other areas of MassMutual for modelling and analytics.
A background or understanding of credit analytics and the…",30+ days ago,Unknown,2021-06-18 01:10:49.323604
Automation Engineer - Ansible Tower - D3794,https://indeed.com/company/Source-of-Future-Technology-Inc/jobs/Automation-Engineer-54248f422ee0077a?fccid=bccc5c69672b82b8&vjs=3,Source of Future Technology Inc,New York NY ,"SOFT's client located in Remote is looking for a Automation Engineer - Ansible Tower for a long term contract assignment.
Job Types: Full-time, Contract.",29 days ago,Unknown,2021-06-18 01:10:49.323604
Lead Devops Engineer,https://indeed.com/rc/clk?jk=5ff84a03fdf825b6&fccid=a4e05a251fe8a841&vjs=3,Boost Insurance Agency,New York NY,"Implement and maintain cloud resources to support the software engineering team.
Continuously reviewing infrastructure / APM metrics, and working with the…",13 days ago,Unknown,2021-06-18 01:10:49.324602
Cloud Infrastructure / DevOps Engineer,https://indeed.com/rc/clk?jk=1e8b7c2801164d00&fccid=ddf5b0fabe2b2597&vjs=3,Blink Fitness,New York NY,"AWS: 3+ years’ experience with using a broad range of AWS technologies (e.g. Lambda, DynamoDB, API Gateway, EC2, SQS, Route 53, StepFunctions, RDS, ELB, S3, VPC…",28 days ago,Unknown,2021-06-18 01:10:49.325601
DevOps Engineer,https://indeed.com/rc/clk?jk=57066e913f166826&fccid=16e2832d6ae4e2ad&vjs=3,FJA-US Inc.,New York NY ,"Minimum of 5 years of combined systems administration, DevOps, and/or development experience.
Enforcement and management of access control to development…",28 days ago,Unknown,2021-06-18 01:10:49.326597
Fullstack Engineer,https://indeed.com/rc/clk?jk=9dfd7f017a80d593&fccid=712e6782fca8a8e3&vjs=3,"Genesis Global Trading, Inc.",New York NY,"Develop and integrate automated unit tests for software developed.
Experience with version control such as Git.
Review and recommend architectural improvements.",30+ days ago,Unknown,2021-06-18 01:10:49.326597
Senior .Net Software Engineer,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cnhr_PpxAjhDcHBq2shMH0THqFrSd6KqCixdm1MkaykQoQbSdvX3qgomlPO_cHJCYtKIQSd5qDqmGUd739AYjbYfwe1eRzcfZvCJqID12JAeZcutjhiHcO63XawOQk1FsRPJOfnXIG2PL74iHgLtsQG1FUrs5VN968Sgc84CJb0s2JJ61OiIby_MaoeqzDsbT-dL47nWPp91-ocRCkJQj0IE65yLqkc4e-HaA3bfbROnO-emnBJLbEhdai5jH7rNwG30k15uLQ1cTKkakmFx6RMjZ0CcyeCrxncNEeu26Ef7JSYK98od3zVCnyhPIwWn0pPUUETHNi-miBc6MTkm6QD6_Bv6sLDG_OBfOKo4RkrFO5bLBCgS5J7GIkZwK2T3PQx7ffnONr37pE_fDsc1sqOwk0EBZAg57pPmsKjYIgZY-CC6Ein0JAHdk_bTN7aJu4zCzQX6ut-wdDvzgVrGQq9ZlEPgFy19l6Q_l7_6zN92E5urCE5ugBgAawU0ZMjPY=&p=12&fvj=1&vjs=3,Lucas James Talent Partners,United States,"They foster an environment that deeply cares and invests in engineers, promotes team-learning, and individual growth.
Voluntary vision and life insurance.",Active 14 days ago,Unknown,2021-06-18 01:10:49.327596
QMA | Python Developer,https://indeed.com/rc/clk?jk=0adfdf7834070f4b&fccid=4144c0c6235e4037&vjs=3,Prudential,Newark NJ ,"4+ years of software development experience.
2+ years’ experience working with python programming language.
Your expertise in emerging trends and practices will…",30+ days ago,Unknown,2021-06-18 01:10:49.328592
"Staff DevOps Engineer, Azure, Remote",https://indeed.com/rc/clk?jk=e394633b23b3a383&fccid=432c7642003cc768&vjs=3,Beckman Coulter Diagnostics,New York NY ,The Beckman Coulter DxONE NextGen IOT platform is an enterprise software solution being developed using Azure IoT to provide secure remote monitoring and…,30+ days ago,Unknown,2021-06-18 01:10:49.329587
Full Stack Tech Lead,https://indeed.com/company/Nava/jobs/Full-Stack-Tech-Lead-2bb018b06c7d6039?fccid=f7bb51dd91332c14&vjs=3,Nava,New York NY,"Experience with SQL, relational databases, multi-tiered software development, and Web-based software development is a must.
AWS Kubernetes: 5 years (Preferred).",Active 3 days ago,"$130,000 - $149,997 a year",2021-06-18 01:10:49.897040
Software Development Director,https://indeed.com/company/Qrypt/jobs/Software-Development-Director-dbac2c6e85be2f7a?fccid=5d65ce8bcf926dee&vjs=3,Qrypt,New York NY ,"Work with managers to define training plans to grow engineers to meet Qrypt’s needs.
Fifteen or more years of relevant experience delivering software through…",30+ days ago,Unknown,2021-06-18 01:10:49.898077
,https://indeed.com/rc/clk?jk=b4c593551b906f7f&fccid=5bd99dfa21c8a490&vjs=3,Bank of America,Jersey City NJ ,"Typically requires 5-7 years of applicable experience.
DevOps Analyst is involved in the full life cycle of an application and part of an agile development…",1 day ago,Unknown,2021-06-18 01:10:49.899077
"Site Reliability Engineer - Opportunity for Working Remotely Newark, NJ",https://indeed.com/rc/clk?jk=ba6c2f2a545e4a6f&fccid=c762a27145bd166e&vjs=3,VMware Engineering,Newark NJ,"5 plus years of experience managing AWS infrastructure in a production environment.
5 plus years of experience with operations-based development.",30+ days ago,Unknown,2021-06-18 01:10:49.900074
UI Developer,https://indeed.com/rc/clk?jk=9753cd325d97970f&fccid=ee8dab0d2f612447&vjs=3,Saggezza,New York NY ,"We provide strategic and innovative consulting services focused on digital experiences, engineering, automation, data and analytics, and salesforce solutions.",30+ days ago,Unknown,2021-06-18 01:10:49.901071
Senior Backend Engineer,https://indeed.com/rc/clk?jk=b09f6c97ad48c82a&fccid=0f29339821e70a2c&vjs=3,Maven Clinic,New York NY,"Choice of great medical, dental, and vision insurance plan options, including a plan for which the premium for Mavens is 100% covered by Maven.",30+ days ago,Unknown,2021-06-18 01:10:49.902069
Senior Software Engineer - Kafka Platform Team (Remote),https://indeed.com/rc/clk?jk=6e71960be09b3e46&fccid=ade8cd847c0482cd&vjs=3,New Relic,New York NY ,"Strong written and oral communication skills.
Any experience in cloud operations or development with systems at scale would be a bonus.",30+ days ago,Unknown,2021-06-18 01:10:49.902069
Senior Software Engineer,https://indeed.com/rc/clk?jk=202a4b33c6c1f8b5&fccid=f095043a6d2edcfc&vjs=3,Parametric Portfolio Associates,New York NY,"Familiarity with GIT version control system.
As part of the core services team, the Senior Software Engineer will be responsible for the design/architecture and…",30+ days ago,Unknown,2021-06-18 01:10:49.903063
Director/VP of IoT and Software Engineering,https://indeed.com/rc/clk?jk=a7e76dae32b9099e&fccid=7ed911ca47636a6e&vjs=3,Perch Interactive,New York NY ,"Bachelor’s degree in software engineering or a similar discipline.
Hands-on software development of cross functional applications at the edge and in the cloud.",30+ days ago,Unknown,2021-06-18 01:10:49.904059
Quantitative Developer - Contractor,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DY0o1vBkDF7ijZdphmN8ZpJjzNfoJ8hIIfocg_Q3_4rrU9MZaBYUA84jeQrwLirkgFI9o7Z04rrXvfhTIJarDcE5K-61I4GaXZM4iTadI-0rBCU4nnEnDl3VqbaRsnAJ-W_gvopap1XHLDtd9ikqrZ2q0tW3uCj6kUfwQ6HhXtHOX9AC7BrcwTgGLn6GDhClhlmJYSYaWoqSmmh_xy7ocCD_Q7y4BM0Fzpjf84U5hr7ygHz_GciRPqie-vuZcJa7hyk5FjX7DmebKz4AzTkW1-wKTHOWRv7AbJ5RwdpGNf2zpmPeDC56fPDFb9PWtzHGHpKCoBa2cOkV74i-Ys3LMOoUwMqJFQ31EkLdPChdxSRvDnokwOexdyEC_HQ5uhARriB_92ezKPUxsK9q9IKXNh3dNGy4jvcnADZ4omckMCLmFgdRLhdEW1D6YguxrCPEsR01psG-I5OcC9bkwGEtVI03ono7kv8m3mJXEIVWnRrUYjIeSaCDxWVKtZnVQmyO6396WKeNtpWm90cdyc2f0HNGt-XVxXaMTh3tPJkwoicE5qnMxqtjxBBW80roCQgNARWM8XaVuOxOMjk1vaWIiJl9Uh_KFs5WUkZpSfoYRGG4edlfQT6EO6xBhbjuSTKNusw5iaJQSj_Q==&p=9&fvj=0&vjs=3,EY,United States,We currently have a contract opportunity for a Quantitative Developer to lend specific subject matter knowledge around Credit Valuation Adjustment (CVA) for…,27 days ago,Unknown,2021-06-18 01:10:49.905057
Devops Engineer,https://indeed.com/rc/clk?jk=3850bb0d4929d7ea&fccid=f880e1890fa18619&vjs=3,Axonius,New York NY,"Basic software engineering with a scripting language (e.g., Bash or Python), and related tooling for managing source code (e.g., Git/GitHub for version control)…",30+ days ago,Unknown,2021-06-18 01:10:49.906055
Senior Business Intelligence Engineer - Advertising,https://indeed.com/rc/clk?jk=462b254d0d891621&fccid=fe2d21eef233e94a&vjs=3,Amazon.com Services LLC,New York NY,"Experience with Python, R or other statistical/machine learning software.
Experience working in very large data warehouse environments.",30+ days ago,Unknown,2021-06-18 01:10:49.907053
Programmer Analysts,https://indeed.com/rc/clk?jk=c232d8cc8b225229&fccid=a0523b60f489562d&vjs=3,Eureka Infotech,Hicksville NY ,"EDUCATION REQUIREMENTS: Must have Master's degree or equivalent in Computer Science, Electr Engineering, Mechanical Engineering, or a related field (will accept…",30+ days ago,Unknown,2021-06-18 01:10:49.907053
"Forward Deployed Software Engineer, Health",https://indeed.com/rc/clk?jk=596c3996a9688b2b&fccid=255a9ede46e025c0&vjs=3,The Commons Project,New York NY,"Combination of software development and SI experience.
Delivering high quality software in-line with product and business requirements.",30+ days ago,Unknown,2021-06-18 01:10:49.908053
"Principal Android Engineer (LA, NYC, or Remote US)",https://indeed.com/rc/clk?jk=3ef2ecb8998539b3&fccid=bc832c51931d303b&vjs=3,Albert,New York NY,"5+ years of experience writing production Android software.
Collaborate with product managers and backend engineers on building new features.",30+ days ago,Unknown,2021-06-18 01:10:49.909047
Java / Scala Developer,https://indeed.com/rc/clk?jk=9d0da60ecc17c346&fccid=0c39fb2c91742dcf&vjs=3,Morgan Stanley,New York NY,"We are looking for a Full Stack / Java developer to design, implement and deploy testable, performant, scalable, flexible and resilient software that…",30+ days ago,Unknown,2021-06-18 01:10:51.050022
DevOps Engineer,https://indeed.com/rc/clk?jk=1326ffb40adbeea4&fccid=e6ac082831bf0db9&vjs=3,Sumitomo Mitsui Banking Corporation,New York NY ,"A practical understanding of the software development life cycle and iterative software development processes.
This is a high-impact DevOps opportunity.",30+ days ago,Unknown,2021-06-18 01:10:51.051008
Senior Java Developer,https://indeed.com/rc/clk?jk=cd308f2470c03cec&fccid=2ecf4575019bf07a&vjs=3,CEDENT,New York NY,"Must have demonstrated core java experience, ideally within an asset management firm; minimum of 6 years demonstrated experience.
Terms of Hire: Full Time.",12 days ago,Unknown,2021-06-18 01:10:51.052003
Site Reliability /DevOps Engineer,https://indeed.com/rc/clk?jk=fb098acb68ebaf96&fccid=ad3696bbd9c1d70b&vjs=3,GEP,Clark NJ ,"Create, manage, and maintain cloud infrastructure.
Plan, deploy, and maintain critical business applications in prod/non-prod cloud environments.",8 days ago,Unknown,2021-06-18 01:10:51.052999
Senior DevOps Engineer,https://indeed.com/rc/clk?jk=a42396f5001030c3&fccid=01ecd242334e53de&vjs=3,Kliger-Weiss Infosystems Inc,Greenvale NY ,"We span multiple public and private cloud regions, and we'll give you the chance to apply your comprehensive, in-depth knowledge of technical concepts,…",30+ days ago,Unknown,2021-06-18 01:10:51.053999
